cik,filing_date,accession,primary_document,verdict,detail
1828672,2021-05-21,0001104659-21-070445,tm2117078d1_8k.htm,spac_warrant_reclassification,warrant reclassification per the 2021 SEC statement
1835567,2021-05-24,0001193125-21-170611,d135424d8k.htm,spac_warrant_reclassification,warrant reclassification per the 2021 SEC statement
1648428,2021-07-26,0001104659-21-095916,tm2123230d1_8k.htm,keep,"that as a result of these filings, it will again be in compliance with Rule 5250(c)(1). Item 4.02. Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. On July 21, 2021, the Board, following discussions with management, determined that its aud"
1522690,2021-08-03,0001213900-21-039951,ea145059-8k_gwgholdings.htm,keep,"cial accounting standards provided pursuant to Section 13(a) of the Exchange Act. &#9744; Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review On August 1, 2021, the Board of Directors of the Company, in consultation with the Company'"
1811856,2021-11-09,0001193125-21-324677,d250473d8k.htm,keep,"rth below in Item 4.02 is hereby incorporated by reference in this Item 2.02. &#160; Item&#160;4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. As previously reported on August&#160;16, 2021, the Audit Committee of the Board of Direct"
1596946,2021-11-10,0001193125-21-326226,d216237d8k.htm,keep,"ded pursuant to Section&#160;13(a) of the Exchange Act. &#9744; &#160; &#160; &#160; Item&#160;4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review On November 5 th 2021, the Audit Committee of the Board of Directors of Quotient Ltd. (the "
1839341,2021-11-15,0001213900-21-059554,ea150695-8k_powerdigital.htm,keep,"t to Section 13(a) of the Exchange Act. &#9744; &#160; &#160; &#160; &#160; &#160; &#160; Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. &#160; On November 15, 2021, based on the evaluation of management of Power & Digital Infr"
837852,2021-11-16,0001104659-21-139669,tm2133104d1_8k.htm,keep,"d pursuant to Section 13(a) of the Exchange Act.&#160; &#168; &#160; &#160; &#160; &#160; Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. &#160; (b) On November 15, 2021, Ideanomics, Inc. (the &#8220;Company,&#8221; &#8220;our,&"
1832351,2021-11-16,0001564590-21-057316,ennv-8k_20211116.htm,spac_warrant_reclassification,warrant reclassification per the 2021 SEC statement
1839412,2021-11-18,0001104659-21-141266,tm2132963d1_8k.htm,keep,nt to Section 13(a) of the Exchange Act. &#168; &#160; &#160; &#160; &#160; &#160; &#160; Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review &#160; In connection with the preparation of the financial statements of Roth CH Acquisitio
1843388,2021-11-19,0001213900-21-060890,ea150946-8k_nextgenacq2.htm,keep,"on 13(a) of the Exchange Act. &#9744; &#160; &#160; &#160; &#160; &#160; &#160; Item&#160;4.02&#160;Non-Reliance on Previously Issued Financial Statements or Related Audit Report or Completed Interim Report. &#160; On November 16, 2021, after consultation with Marcum LLP, the independent registered "
837852,2021-11-22,0001104659-21-142567,tm2133674d1_8k.htm,keep,"m 8-K. Except as set forth in this Form 8-K/A, the Original Form 8-K is unchanged. &#160; Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. &#160; (b) As previously reported, on November&#160;16, 2021, the Company filed the Origin"
1835972,2021-11-23,0001140361-21-039208,brhc10031160_8k.htm,spac_warrant_reclassification,warrant reclassification per the 2021 SEC statement
1828672,2021-11-30,0001104659-21-145041,tm2134251d1_8k.htm,keep,13(a) of the Exchange Act. &#168; &#160; &#160; &#160; &#160;&#160; &#160; &#160; &#160; Item 4.02 Non-Reliance on Previously Issued Financial Statements or Related Audit Report or Completed Interim Report. &#160; In preparation of its unaudited condensed financial statements as of and for quarterly
1813756,2021-12-01,0001193125-21-345312,d211477d8k.htm,keep,"t to Section&#160;13(a) of the Exchange Act.&#160;&#160;&#9744; &#160; &#160; &#160; Item&#160;4.02 Non-Reliance on Previously Issued Financial Statements or Related Audit Report or Completed Interim Report. In connection with the preparation of the financial statements as of September&#160;30, 2021"
1826671,2021-12-02,0001213900-21-063091,ea151613-8k_kludein1acq.htm,keep,"to Section 13(a) of the Exchange Act. &#9744; &#160; &#160; &#160; &#160; &#160; &#160; Item 4.02. Non-Reliance on Previously Issued Financial Statements. &#160; On November 9, 2021, KludeIn I Acquisition Corp. (the &#8220;Company&#8221;) filed its quarterly report on Form 10-Q for the quarterly per"
1830180,2021-12-14,0001193125-21-356225,d247600d8k.htm,keep,"provided pursuant to Section 13(a) of the Exchange Act. &#9744; &#160; &#160; &#160; Item&#160;4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. In connection with the preparation of the financial statements of Enjoy Technology, Inc., "
720154,2021-12-16,0001558370-21-016882,notv-20211215x8k.htm,keep,"rnished as Exhibit 99.1 to this Form 8-K and is incorporated herein by reference. &#8203; Item 4.02 Non-reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review &#8203; On December 15, 2021, the Company&#39;s management and the Audit Committee of the B"
93556,2022-01-26,0001193125-22-018393,d303104d8k.htm,keep,information included in Item 4.02 below is incorporated herein by reference. &#160; Item&#160;4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. (a) In connection with comments received from the Securities and Exchange Commission (the &
1813914,2022-03-08,0000950170-22-003058,cmax-20220307.htm,keep,"n any such filing, regardless of any general incorporation language in the filing. &#160; Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review &#160; In connection with the preparation of the Company&#x2019;s Annual Report on Form 10-"
1741231,2022-03-11,0001213900-22-011886,ea156764-8k_tattooed.htm,keep,"t to Section 13(a) of the Exchange Act. &#9744; &#160; &#160; &#160; &#160; &#160; &#160; Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. &#160; On March 7, 2022, the Board of Directors (the &#8220;Board&#8221;) of Tattooed Chef"
1800682,2022-03-14,0001193125-22-074606,d221275d8k.htm,keep,"rovided pursuant to Section 13(a) of the Exchange Act. &#9744; &#160; &#160; &#160; Item&#160;4.02. Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. (a) On March&#160;10, 2022, the Audit Committee (the &#8220;Audit Committee&#8221;) of the"
1770141,2022-03-30,0001628280-22-007787,uph-20220325.htm,keep,"Act regardless of any general incorporation language in such filings. Item 4.02 - Non -Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. (a) On March 25, 2022, the Audit Committee of the Board of Directors of UpHealth, after considering the rec"
1826671,2022-04-11,0001213900-22-019192,ea158292-8k_kludein1.htm,spac_warrant_reclassification,warrant reclassification per the 2021 SEC statement
1784567,2022-04-21,0001493152-22-010602,form8-k.htm,keep,"e (&#8220;Diluted EPS&#8221;) for the Restated Periods. As a result, the Company concluded that its previously issued financial statements contained errors specific to the Diluted EPS such that investors should no longer rely upon the diluted weighted average shares outstanding and Diluted EPS in th"
1834045,2022-09-13,0000950170-22-018410,vwe-20220912.htm,keep,"rsuant to Section 13(a) of the Exchange Act. &#9744; &#160; &#160; &#160; &#160; Item 4.02 &#x2014; Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review On September 12, 2022, the Audit Committee of the Board of Directors (the &#x201c;Audit Com"
1741231,2022-10-12,0001628280-22-026304,ttcf-20221006.htm,keep,"financial accounting standards provided pursuant to Section 13(a) of the Exchange Act. o Item 4.02. Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. On October 6, 2022, Tattooed Chef, Inc. (the &#8220;Company&#8221;) received a written not"
1353538,2022-11-08,0001628280-22-028963,apgt-20221108.htm,keep,"l accounting standards provided pursuant to Section 13(a) of the Exchange Act. &#9744; 1 Item 4.02. Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. (a) On November&#160;8, 2022 , the board of directors (the &#8220;Board&#8221;) of Appgate"
1861449,2022-11-14,0001861449-22-000214,brds-20221111.htm,keep,"cial accounting standards provided pursuant to Section 13(a) of the Exchange Act. &#9744; Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. On November 11, 2022, the Audit Committee of the Board of Directors (the &#8220;Audit Comm"
1528849,2023-02-03,0001558370-23-000847,rh-20230201x8k.htm,keep,ted operating margin toward the higher end of the prior range of 21.5% to 22.0%. &#8203; Item 4.02. Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review . During the preparation of our response to a comment letter (the &#8220;SEC Comment Letter
1834045,2023-02-08,0001193125-23-028579,d390305d8k.htm,keep,"#8221;), except as expressly set forth by specific reference in such filing. Item&#160;4.02 &#8212; Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review On February&#160;5, 2023, the Audit Committee (the &#8220;Audit Committee&#8221;) of the Bo"
1347652,2023-03-07,0001347652-23-000021,corr-20230303.htm,keep,"r the Exchange Act, except as expressly set forth by specific reference in such a filing. Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. During the preparation of its audited financial statements for the fiscal year ended Decem"
1391127,2023-03-13,0001193125-23-068486,d480494d8k.htm,keep,"nded, as of December&#160;31, 2022 nor as of the date of this Form&#160;8-K. &#160; Item&#160;4.02. Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review On March&#160;8, 2023, management and the Audit Committee of the Board of Directors (the &#"
1008654,2023-03-16,0001008654-23-000022,tup-20230312.htm,keep,cial accounting standards provided pursuant to Section 13(a) of the Exchange Act. &#9744; Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review During the financial year-end close process of Tupperware Brands Corporation (the &#8220;Co
1813914,2023-03-17,0000950170-23-008561,cmax-20230315.htm,keep,g standards provided pursuant to Section 13(a) of the Exchange Act. &#9744; &#160; &#160; Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. &#160; In connection with the preparation of its Annual Report on Form 10-K for the fiscal
1347652,2023-03-24,0001347652-23-000029,corr-20230303.htm,keep,"cial accounting standards provided pursuant to Section 13(a) of the Exchange Act. &#9744; Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. As previously disclosed, on March 3, 2023, the Audit Committee of the Board of Directors o"
1101680,2023-06-01,0001101680-23-000048,dzsi-20230531.htm,keep,"financial accounting standards provided pursuant to Section 13(a) of the Exchange Act. o Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review On May 31, 2023, the Audit Committee (the &#8220;Audit Committee&#8221;) of the Board of Dir"
1592058,2023-06-09,0000950142-23-001658,eh230368153_8k.htm,keep,to the SEC is filed as Exhibit 16.1 to this Form 8-K. &#160; &#160; &#160; &#160; &#160; Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review &#160; In connection with the Company's assessment of the effectiveness of internal control 
1835972,2023-08-17,0001213900-23-068585,ea183737-8k_arrowroot.htm,keep,"pursuant to Section 13(a) of the Exchange Act. &#9744; &#160; &#160; &#160; &#160; Item&#160;4.02. Non-Reliance&#160;on Previously Issued Financial Statements. &#160; The management of Arrowroot Acquisition Corp. (the &#8220;Company&#8221;), in consultation with its advisors, identified an accountin"
1835972,2023-09-01,0001213900-23-073258,ea184624-8ka1_arrow.htm,keep,"to describe the accounting error the Company, in consultation with its advisors, identified in the previously issued financial statements as of and for the quarterly period ended March 31, 2023 and the effect of the accounting error on the Company's financial statements. &#160; 1 &#160; &#160; Item "
1009759,2023-09-22,0001558370-23-015948,cgrn-20230919x8k.htm,keep,"Item 1.01 of this Current Report on Form 8-K is incorporated herein by reference. &#160; Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review On September 19, 2023, the Audit Committee (the &#8220;Audit Committee&#8221;) of the Board "
1834045,2023-09-27,0000950170-23-050175,vwe-20230925.htm,keep,"Securities Act&#34;), except as expressly set forth by specific reference in such filing. Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review On September 25, 2023, the Audit Committee (the &#x201c;Audit Committee&#x201d;) of the Boa"
1826671,2023-10-05,0001013762-23-002164,ea186362-8k_nearintell.htm,keep,"ovided pursuant to Section 13(a) of the Exchange Act. &#9744; &#160; &#160; &#160; &#160; Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. &#160; On October 1, 2023, the Board of Directors (the &#8220; Board &#8221;) of Near Inte"
867773,2023-10-24,0000867773-23-000089,spwr-20231018.htm,keep,"ial accounting standards provided pursuant to Section 13(a) of the Exchange Act. &#9744; Item 4.02. Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Reviews. On October 19, 2023, the Audit Committee (the &#8220;Audit Committee&#8221;) of the Board"
1101680,2023-11-09,0001101680-23-000123,dzsi-20231107.htm,keep,ndition. The information included in Item 7.01 below is incorporated herein by reference. Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review As previously reported in the Current Report on Form 8-K filed by DZS Inc. (the &#8220; Com
1162461,2023-12-21,0001628280-23-042507,cutr-20231221.htm,keep,"d financial accounting standards provided pursuant to Section 13(a) of the Exchange Act. Item 4.02. Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. In preparing its Quarterly Report on Form 10-Q for the period ended September 30, 2023, ma"
1592057,2024-03-05,0001592057-24-000022,eva-20240229.htm,keep,"d financial accounting standards provided pursuant to Section 13(a) of the Exchange Act. Item 4.02. Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. On February 29, 2024, the management of Enviva Inc. (the &#8220; Company &#8221;) and its "
867773,2024-04-23,0000867773-24-000047,spwr-20240417.htm,keep,"ial accounting standards provided pursuant to Section 13(a) of the Exchange Act. &#9744; Item 4.02. Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Reviews. On April 17, 2024, the Audit Committee (the &#8220;Audit Committee&#8221;) of the Board o"
1893311,2024-08-09,0001829126-24-005363,luxurban_8k.htm,keep,"#160; The Nasdaq Stock Market LLC &#160; &#160; &#160; &#160; &#160; &#160; &#160; &#160; Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. &#160; On August 9, 2024, the Chief Financial Officer of LuxUrban Hotels Inc. (&#8220;Comp"
1835972,2024-11-18,0001213900-24-099394,ea0221424-8k_ilearning.htm,keep,"ial litigation, changes in customer or investor behavior, and regulatory scrutiny. &#160; Item 4.02 Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. &#160; As previously disclosed, on September 5, 2024, the Board of Directors (the &#8220; "
1839341,2026-03-02,0001628280-26-013214,core-20260302.htm,keep,"d hereto as Exhibit 99.1 and is incorporated herein by reference. Item 4.02 &#160;&#160;&#160;&#160;Non-Reliance on Previously Issued Financial Statements or a Related Audit Report or Completed Interim Review. On February 25, 2026, the Audit Committee (the &#8220;Audit Committee&#8221;) of the Board"
